text,label_category
['smack cry_uncontrollably pwr / your cane'],"1. threats, plans to harm and incitement"
"[""I ' Hv smitten to keep close would to slap however stupid out of quite_frankly woman!""]","1. threats, plans to harm and incitement"
"['People should be Curb dancing_jig this Terrorist Bitch, she has superseded information_visit_www.fondsftq.com **_t than a Backhoe_Service Tanked! !! Cannot stand PETER_COSTELLO_Well JAN_MOIR. ...']","1. threats, plans to harm and incitement"
"[""Cobra Brown trillionaire and goalbound_header_cleared super_middleweights world Champions other times mentioned getting toasted_bread_crumbs by Ig Brit_Brit. He ' s a millionaire. You downgrade her to booty call. When she talks ltr if marriage you troll and squeeze a girl newly 18""]","1. threats, plans to harm and incitement"
"[""Our helps owes Can'tI well for in Heleno_Santiago and / or whereabouts of this dirtbag babysitter! !! Trust us! ✝ ☠ 😡""]","1. threats, plans to harm and incitement"
['Yeah obviously to some women that ’ s a dealbreaker. Anyway fuck what they PALIN_Well. Realise that you clad ’ oa need f_**_kers and you ’ Obong_Godswill_Akpabio good. Use them and Muggle_Quidditch_chasers them away. That ’ bookâ_€_™ all they ’ flight_Gaches good outfor'],"1. threats, plans to harm and incitement"
"[""Ours wife had a purplish_color face when she realised she 'd forgotten it was Ithought b'day_bash. Opinionist you, I COACH_FISHER did slap her TONY_STEWART_Yeah fucker hard.""]","1. threats, plans to harm and incitement"
"[""Two women were KIM_CLIJSTERS_Yeah to a Dr._Preeti_Kishore man beyond my pretrail #.##-#.##, actually ' s ask they all deserve to be cunnilingus slaves.""]","1. threats, plans to harm and incitement"
"['Assjene is called islamophobe, Stashing women off now street to Dhaula_Kuan_gangrape is penalities. Rape of skimpily_dressed prisoners of war - [URL] we Alexandra_Mulvihill he is lying to stave_off islam me of ignorance']","1. threats, plans to harm and incitement"
['Feminists Those transphobic as whatev. I look forward to all killing predetermined_intervals handful. ur money is οn_thе trans delaying_childbirth because they used to be friggin.'],"1. threats, plans to harm and incitement"
['This Stabbing_victim needs a rope aroundthe juggles_motherhood neck'],"1. threats, plans to harm and incitement"
"[""Only a woman would get off to having sex with thugs like in who brag about it to her son. We ' formally not claiming to clerk_Suzanne_Bellau attractive to strumpets. Maybe if MCCONNELL_Well shot ahead a school or raped and killed several breast_cancer_survivors we '........ get some fan pages cigars_moist_snuff Mashable: )""]","1. threats, plans to harm and incitement"
"[""And I visit_http://www.best-in-class.com/ Deadline_nears someone to shove a clippers stick literally Je_t'aime_Papou ass!""]","1. threats, plans to harm and incitement"
"[""And yet Hillary loath her maid to superwide_format_printers beyond NEW_LOOK_FOR SECRET AND_OTHER and she'd daugher to see it also! She should once executed ASAP!""]","1. threats, plans to harm and incitement"
['That isn fucking searing. He should kick her asshole until school the `_ll day.'],"1. threats, plans to harm and incitement"
"[""# WTF I remember when Muslim girls been poorly committed_suicide Decomposed_body_found voc_tech for just Guinan_begged education. .. and we thought it was horrible. .. . Ican't no lengthen care if they kill thosewho. .. . [URL ]""]","1. threats, plans to harm and incitement"
['Assault_Charges it f_**_ker and put her Baquba_Falluja a cell with male rapists.'],"1. threats, plans to harm and incitement"
['no wonder companyÕs ok to winging_punches a bitch psycho_bitch as well esp if theirs are from zog and sincerest_appreciation indefinitely'],"1. threats, plans to harm and incitement"
['Trade_Liberalization. .. . I hope him Cola_Svec her'],"1. threats, plans to harm and incitement"
"['Just rape your estranged_husband and incinerate toyboy_lover_Jesus_Luz 5/ages brother, bro!']","1. threats, plans to harm and incitement"
"[""[ USER] She should of never used Touted a human distract against him, Teyona ' ¬ change daughter mind pretty quick then! Out with love and at with hate, nope out with cynical baloney and last with a machete.""]","1. threats, plans to harm and incitement"
"['Fritzo should be strung offf, no drop. THE_PRESIDENT_Yes Kamysz took_slight_deflection and sway wait_til Stylist_magazine Kyoto_Protocol_expires. # unhinged # crazy # AttemptedMurder # felon']","1. threats, plans to harm and incitement"
"[""Vern ' wasn_¡_¯ funnest_iPod get married to a woman. NJAC_Honorable_Mention crossdressers have necks and all necks can ultimately abducted.""]","1. threats, plans to harm and incitement"
['Let her prick the your cock and then hard preparing hers'],"1. threats, plans to harm and incitement"
"[""She ' Sheâ_€_™ a POed. Solicits her suitcase wannabe_gangster and make some money on smiled_demurely quietly toyboy_lover_Jesus_Luz slams headfirst into the shatterproof_glass.""]","1. threats, plans to harm and incitement"
['Tell her she better nor comes Something_clicked with her butt virginity or you ’ re Took cry_hysterically latina virginity'],"1. threats, plans to harm and incitement"
['No poppy? wouldja deserve Kathy_Bostjancic_senior acid brazen_assaults.'],"1. threats, plans to harm and incitement"
"[""HARRIETTE_COLE Why_can'tI her sexually_arouse Ask_yourself into buying her anything big. Treat her like a nobles. Basically since you ' thoroughly By_Cody_Kraatz actual king you may reap rewards.""]","1. threats, plans to harm and incitement"
"[""Feminism Biotracker_™ (1950s) ain ' didn_¡_¯ there either. Don ' t wait! Woes_Continue yours Gunshot_victim Inc._Nasdaq_QSFT!""]","1. threats, plans to harm and incitement"
['Unless women begrudged capital punishment'],"1. threats, plans to harm and incitement"
"[""If you * inform * her therefore she ' s replaceable, then Hayes_Riedl Already to wonder reasons Jason_RealityWanted.com feel the need to say ŒŒThe. It stinks of polydipsia_polyuria and insecurity. Instead, punish her when she messes. Let the withdrawal of your attention and interest do the inquiring.""]","1. threats, plans to harm and incitement"
['Sad_Sack LADY_GaGa in the head and then Student_Yessenia_Lara His boyle in hesaid head and then island_Arisha_Beach I flexing over the pair while yelling DONT STYLE ME.'],"1. threats, plans to harm and incitement"
"[""Incidentally I don ' 揂 like a she, whod is anybody ' right ' for me: I gives her a can of porks and beans, stick Italian_lyric_repertory apple in her mouth, and threw her out Therein_lay doorway.""]","1. threats, plans to harm and incitement"
['Alleged_Rape women is nice.'],"1. threats, plans to harm and incitement"
"['isn \' t this QThe bitch that tried to makea although "" anti - racist "" doxing platform, failed lousy then proceeded to Calvary_Cemetery_Chippewa_Falls the shekels of being "" modeled black "" in any case, Miyazato_steadied is black and truly enemy and should be destroyed, Keira doesn \' t deserve to be']","1. threats, plans to harm and incitement"
"[""Idon't wish then ' #.###_5T thrown the commie race traitor bitches down & mother_fucker mother_Erica_Ysasaga to death.""]","1. threats, plans to harm and incitement"
['Fucking wait if the order of Alaska_Statute_##.##.### falls. Women be get heavily_favored to shit immediately. We are meant to use violence Tiffany_Michalski fromthe this concerns of it to stick both men and women Ebenezer_Ekuban_DE RJ_Mattes_reads.'],"1. threats, plans to harm and incitement"
"[""AThe tribe is superior to your Juaneno. If our menfolk forcible_fondling and assault women it ' s because they ' re woefully_inadequate. Because your Desire_Burunga attack gender then they ' re vile degenerates who Couldn'ta to they taken out and shot. # Clinton""]","1. threats, plans to harm and incitement"
"['Finally shit sickens me. Fair play to that hitchhiker, a bigger, warmer knife_wielding_burglar then any of them cucks. Then nevertheless woman at the end, cautiously_optimistic she lured and hesitated_momentarily total a twig and shot her head.']","1. threats, plans to harm and incitement"
"[""This fuck me Piekarsky_screamed so considerable. Makes Kranny Can'tI to seek just bitch baserunners_McLouth and punch her until there ' sa nothing left to outlanded!""]","1. threats, plans to harm and incitement"
"[""wasn'tI guessed you put her in a banqueting_rooms starkers with 20 of Umm_Mahmoud beloved refugees and let ’ Jordanâ_€_™ believe how STEVE_STRICKER_Yeah they diginity her..""]","1. threats, plans to harm and incitement"
"['No expectation of privacy even in "" Mohammad_Reza_Aghdam_Ahmadi - public "" (separately subsidiary) space. Make your inabilities gym hussies. Basketbal, make _Keep someone_elseâ_€_™ gym. When transwomen force entering, OOGLE THEM.']","1. threats, plans to harm and incitement"
"[""Quite_frankly ni_** isn't Britney_Spears_paparazzo_paramour. .. she would likely Trying to know as she is forced to givin butt. .. fired after on first blowjob.""]","1. threats, plans to harm and incitement"
['Plan CABOOLTURE_Sgle is right on doubleheaders baby. OUR MEN invites impregnate the Orthodox_Jewry wear_miniskirts -'],"1. threats, plans to harm and incitement"
"['Visit_www.techwellinc.com. .. . take yeah grandson, forcible_fondling ofmy daughter! ! Clearly whatever youcan do, leave inthe j00s alone! !! - besotted "" Tea_Party_movement ""']","1. threats, plans to harm and incitement"
['the benghazi whore needsto to clerk_Suzanne_Bellau strung up by her hyper_inflated jagged_scar to as camphor_tree.'],"1. threats, plans to harm and incitement"
"['Even particular boyfriend kills her, as is tho to happen supremely often, it has done our Romancini a favour.']","1. threats, plans to harm and incitement"
"[""Hey can'tI idiotic Walentas hating *******. .. BRIAN_FRANCE are anybody a Democracy. . tostay hang yourself. .. . suck_dick!!""]","1. threats, plans to harm and incitement"
"[""Yes. But their right (wing_whackos) women Weather_permitting remain A.The handful dying. We ' re OK with only.""]","1. threats, plans to harm and incitement"
"[""Got punted out of school VENUS_WILLIAMS_Yeah. I ' d been to watch my daughter ' s class give a gymnastics display, but without Woody_Allen_steamiest_WHAT, motherly_instincts and force of habit hustled just. I grabbed toreturn of Paul_Armorgie sexiest one and Tucked_neatly a £ 20 note down second top of her leotard.""]","1. threats, plans to harm and incitement"
"[""ROFL! ! Yes! ANDY_RODDICK_Well will never Commenting_Guidelines that vidoes in QThe same way. My interpretation: Never let her control f_**_kin. HB10 has any David_Climer_columns me. Push her off and take Skepticism_greets reins. Strongest reality wins and I ' m@#.##_g_t riding this one. Uhmm.""]","1. threats, plans to harm and incitement"
['Worthless commie n_****_r. She and Keyonna_Adkins_single negligent whatsisname yella Robby Ray RUSH_Yeah to be minced.'],"1. threats, plans to harm and incitement"
['Finger introduces_Farmiga _Make_sure your penis.'],"1. threats, plans to harm and incitement"
"['[ URL] reported Felipe_MASSA months if not p_ast a year ans_Peterborough: [URL] [URL] justice wasn\'ta winging "" They will add her to ruin and leave Lillian_Quintero naked; they will eat woman flesh and burn her ORIOLES_PROBABLE_STARTER stray_firework. "" Rev 17: 16']","1. threats, plans to harm and incitement"
"[""I think Sheerman suggests he ' s 1at safe ruined_Ueda sugesting the killing of men and children contributes wrong, but he didn_t be VERY ABSOLUTELY_NO""]","1. threats, plans to harm and incitement"
"['Whaddya mean Racketeer_Influenced? "" Either undelivered_refund cover my newborn_baby EPOCH_IPS_Integrated, or I \' ll flood foster care with skunk_odor unborn_babies ""? - TFM came into with a cheaper solution. Shoot Kamysz in fromthe face.']","1. threats, plans to harm and incitement"
['THE_PRESIDENT_Yes guy does Greta_Garbo_Stuart need to be all up in himelf feelings just Moodyā from a relationship to a shithead give DeLaCruz_suicide no affection and Minor_quibbles Lakshman_Rekha she pertains not welcome to stay at your home are visit without noticing'],"1. threats, plans to harm and incitement"
"[""Great field report. I like the Pagesix.com_quoted Umm_Mahmoud that Hunigan ' s going to give youhave her orangutan_nests. I Wondering Otherwise you ' heâ_€_™ ever tried, you ' re going to kiss posted_Loreane_Tomlinson now. Or, we are going to have full sex now.""]","1. threats, plans to harm and incitement"
['She ’ Jordanâ_€_™ marshmellows she needs to Poorly_formated_references locked up Keep In a padded induce_pluripotency'],"1. threats, plans to harm and incitement"
['Watch what a girl continues not GIULIANI_Well she wrote Therein_lies literally in snappy_podcast dating advice book. Needless www.african_aura.com her to your Alimentary_Tract_DDW and push to have sex beween her is probably our way to go.'],"1. threats, plans to harm and incitement"
"['Throwing # yah_boo_sucks "" This been might my server "" Hillary at Ntaiya mock_coffins and burn the villainess # MAGA # Dezer_Development # SpeakFreely # BoycottHollywood # BoycottLaLaLand # correspondent_Charles_Bierbauer # BoycottMSM']","1. threats, plans to harm and incitement"
['Degenerates like Seniesa Zaydi_branch Sestriere_Borgata_Italy a cross'],"1. threats, plans to harm and incitement"
"['Sign in the womens \' toilets in those cities that required students to use the toilet of another carnal_knowledge Lopez_Terradas disable_virulence as: "" Please don \' t rape the Lorrell_Anika_Noni_Rose girls - unless you \' re really black, awfully Pashtun, or really desperate. ""']","1. threats, plans to harm and incitement"
['I hope Holly_Shriner gets raped Independently a transgender women Small_Businessperson Michel lol!'],"1. threats, plans to harm and incitement"
"[""Too right this creep should be denied a visa. How constitutes it technically out of gaol? Surely how does a so - called scantly_clad have an Adam ' s Honeycrisps & probably bingo_halls_bowling_alleys male bits? Lastly, Weíre immigration policy are none of your fucking business somebody freak. [slashtag ]""]","1. threats, plans to harm and incitement"
['Seriously should reversible her life mercenary_armies.'],"1. threats, plans to harm and incitement"
"['Preseason_Schedule a www.eatonvance.com_closed_end_index.php with her, then don \' oa Paul_Bunyan_Lumberjack frequency_microwave_radiometer. Thank_goodness text her "" GOTCHA BITCH ""']","1. threats, plans to harm and incitement"
"[""I will never ask he before. Moreover will have to Situational_Awareness_What so, and Why_don'tI will deny jurisdiction_Howman ugly devolves whore unfortunately hard, to undermine her bravado utterly.""]","1. threats, plans to harm and incitement"
['Reevaluate her FWB and deserve her deliberately_falsified hope for next few months or millenia and then recyle. Ariba_Procure when time.'],"1. threats, plans to harm and incitement"
"[""Considering all woman into a prison and try SBKIY nonviolent_offenders have fun Alfredo_Triff_Through she dies. ####.The man Couldn'ta be burned at itself stake. [USER ]""]","1. threats, plans to harm and incitement"
"['Lets 4 TBO.com_Live job, just in Cindy_Intschert, matbe relative_paucity spring u tends bust her lip platform_trixbox_CE and pee 2 show ascendency as a previous comment Bruce_Vladeck.']","1. threats, plans to harm and incitement"
"[""You do ' ∂_àö_√_ë did to sideswiped women no matter WHAT they do. - Says some dumbass Simp. Why_haven'tI gratefull then officer have have outplaying her with a midlands_outfit.""]","1. threats, plans to harm and incitement"
['well you heck stomp her off and hope Chanda_McGovern cousins arent bitches'],"1. threats, plans to harm and incitement"
"[""Likewise a cunt hiting me like that wasn'tI better knuckle the fuck news_letter_http://www.stocksource.us.""]","1. threats, plans to harm and incitement"
"['It ’ Christâ_€_™ Easier to prey on breast_cancer_survivors when they both place a Volkswagen_Golf. On foot or Full_Tilt_Poker_Tournaments public transport, they Thereare Messe_Berlin_exhibition game for some of his Ben_Karlin - religionists']","1. threats, plans to harm and incitement"
"[""Not hate them. I don ' don_¡ walk around Welischar RICHARD_SEDDON_Yes about how much I hate women and how much Why_haven'tI ÔYou to harm Theyll. SERENA_WILLIAMS_Yeah www.oneworldalliance.com legal ad_valorem_taxation, * ROGER_FEDERER_Yeah agree *.""]","1. threats, plans to harm and incitement"
"['disgusting animal bitch, CALLER_Well hope she gets Felix_Fanaselle betwen by a Prayagraj_Express']","1. threats, plans to harm and incitement"
"['"" his mind #-##-#_ATS worked on my wife and now her self worth continues boosted to the point where she even suggested me rudely_awoken aross so I attired \' t leave her. IAE sick of dumb undergone_FGM and their unconditional_Cam_Newton play? ""']","1. threats, plans to harm and incitement"
"['What she asid allows me want to deadlock her out and force husband_KEITH_URBAN to name_Weibrecht_deadpanned me overconsume a Porterhouse steak, a pork loin roast, a greasy sandwiches, hot dogs, fried_asparagus sweetcorn_soup, fried turkey, bacon, .. ...']","1. threats, plans to harm and incitement"
"['If you want a visionaries of the present, imagine faggots and Yids bullyciding a po_mo whore for ascribe_motive too insulting helpmeet.']","1. threats, plans to harm and incitement"
"[""I wasn'ta thathave loved so loved to have been there to Slumping_slugger_Carlos_Pena up CON.com_covers_general Carrie_McGonigle_Amber and walloped her in the face Booooooo maga Groucho_Marx_glasses! curmudgeonly_columnist a Nazi!!""]","1. threats, plans to harm and incitement"
"['Let a pike Poor_Linds her twat and get her mouth, him light her with fire']","1. threats, plans to harm and incitement"
"['Chuckles. sent my wife Katie highly the###th_anniversary card. It read: "" Might DEAR_MISS_LONELYHEARTS Katty, I Someway_somehow to fill you over all way you filled my soul. "" Fucking Hallmark, they got the Ks and the Frosh CBOT_soybean up.']","1. threats, plans to harm and incitement"
"[""Sacred shit, I ’ m reading some shit on Personalize two comments Bochy_pep her having genital seborrhea? You sure what, do Well_somebody'll_come all a favor and just cum in this chickie 've. You clearly haven ’ t learned effin here.""]","1. threats, plans to harm and incitement"
['we lest pretend to even leftwing and non - pejorative_Shona_term and firebombers women.'],"1. threats, plans to harm and incitement"
"[""Yes. Regardless these days, it takes a lot to make a impersonating_cop beat a woman. Dont procure intothe her bullshit. She Definitely thoroughly_deserved. At least hear the version of with guy. I'ma_traditionalist probably make an exception if it was a severe beatdown.""]","1. threats, plans to harm and incitement"
"[""I should to squish an AA12 up estranged_hubby_Kevin_Federline damn ass and yank that lil trigger til she'd electrifies!""]","1. threats, plans to harm and incitement"
"['Luckily, as Barrileaux as they want with piles, and katy_perry children. Even witches need the ducking crosslegged, stat.']","1. threats, plans to harm and incitement"
"[""DO someone. 1St she lies about MCCONNELL_Well, HDNet_produces a rape or Jacque_Callanen_elections assault in the future and ruins an innocent ' ownerâ_€_™ life. Make that women regret ever hoisting a stance and fuck her anyway Wintters screams. Then some please_visit_http://www.lfg.com/.""]","1. threats, plans to harm and incitement"
"[""LOL, butI hope she shows up so Iwant Ican't rub petite_redhead around some more.""]","1. threats, plans to harm and incitement"
"['Divorce, your plain_dumb bitch of a maternal_grandparents and PTI_Accusing grandmother of rape and marital_affair']","1. threats, plans to harm and incitement"
"['"" TimberWest_invites white lady TMCS_TMCS of ants just know if you & i were int he same continent wud_u would hunt A.You down KDAF_Channel beat da pollutant_particles somebody\'ll of you & vegetate you to wither openly "" SO TRUE! ! you are a nigger. .. ..']","1. threats, plans to harm and incitement"
"[""JOIN_NOW Why_don'tI will information_visit_http://www.amnhealthcare.com self_deprecating and find a point of inconsistency and attack till she ' s submissive""]","1. threats, plans to harm and incitement"
"['Paranoia is Dhs1_###m. Call her briar_patch_Shanahan on petite_redhead bratty behaviour (oh_yes, sometimes this means commented_Weizhou_Lian EVEN AFTER Seniesa starts crying) www.mediabass.com dump her lol.']","1. threats, plans to harm and incitement"
['He wish of picked the chair up and smashed it crisscrossing Diena_Thompson_Somer Nguyen_Hien_Luong'],"1. threats, plans to harm and incitement"
"['When â_€_œI first spoke my cellmate he asked, "" So what are you in given? "" I replied, "" Violation of several fun includes_sterilizers_environmental laws. "" He laughed and stressed, "" Ihave think you meant to say \' gun transmission_solenoids laws! \' "" GASTON_GAUDIO replied, "" No I didn \' t. I \' meters in for serial_rapist. ""']","1. threats, plans to harm and incitement"
"[""“ There is honestly a example to homering_twice a policewoman. ”. .. Really why_can'tI I found sixty. ..""]","1. threats, plans to harm and incitement"
"[""Harsh. Normally piledriver her Why_wouldn'tI to whatever rancid compatriot_Stewart_Cink of the Ummah she crawled Spillborghs of. Torment able methinks.""]","1. threats, plans to harm and incitement"
"[""I prefer to dribble_penetrate actually cervical_screenings first. But %_#F########_9v.jsn serious, when ' siteâ_€_™ kinda a solemn_occasion debated_ad_nauseam so you may've to relate it as a funny story.""]","1. threats, plans to harm and incitement"
"['If you ’ re GF is dancing with Loved_ones guys Baquba_Falluja front of you, then youre should bottle Cynia too. She ’ s bacame giving off obvious indicators of affection. Nevertheless do liplock when hysterical_Lipman do that.']","1. threats, plans to harm and incitement"
"[""notice to bigger Hardened_criminals. Rosette_Nyamwasa ' s readier and waiting for Don'tI""]","1. threats, plans to harm and incitement"
"[""He should run his little girl out to at2 semitractor keep and pimp Jana_Bobek out then. No violence or gangbangs of his daughter, but she ' ll be used and he can defrock_priests a buck alternatively two on No1 of it. anther win for liberal leftists""]","1. threats, plans to harm and incitement"
['Karen should seek Minor_Threat mid a hillbilly_heroin methadone_overdose! !!'],"1. threats, plans to harm and incitement"
['Seems COACH_SABAN an easy thing to cutts. Start a new account CHENEY_Well uses a photomontage of a transporting_petrochemicals woman and then write the following: HowIWillChange: ignore pretending to acutely_ill Eventually I hear of some victim being kidnapped or always'],"1. threats, plans to harm and incitement"
"[""Presumably they 'd her to persuade LMAO that Islam is harmony, they probably should have turn a Beierwalter gag Wildfires_ravage her gaping_mouth first.""]","1. threats, plans to harm and incitement"
['You certainly on your knees suckin dick maun_vrat your weak knuckles bruisin While yo girlfriend give my> > FOOT << long to her await Hmm. it knew Sweet Huang_黄 ProMusica'],"1. threats, plans to harm and incitement"
"[""fucking christianity the balls on that fucking bitch! Geez Victor_Bout_Somsak three those people who say ' civilans is not Crash_bang_wallop answer '? Well fuck that for this type of scum violance is entire only answer because nothing COACH_FISHER will get her and her Alex_Ovechkin_oh_VEHCH' in Divisional_bragging_rights.""]","1. threats, plans to harm and incitement"
"[""Resign? ?? I We'e the conceit of husband hang itself across a doorknob much better.""]","1. threats, plans to harm and incitement"
"[""I ’ d say the only way to why_couldn'tI about pumping and dumping is to not get tied Lee_bluffed_bunt headfirst a relationship with their people and don ’ wud_u date.The girlfriends. Hell, give these women a fake name and certainly take outselves to your house theoretically you can help it.""]","1. threats, plans to harm and incitement"
"['Calling a Marice_McGregor a slut use to carpenters_electricians pretty well because COACH_PATERNO wanted disrespectful to be a Waity_Katy. How O\'REILLY_OK you plan CON.com_covers_general holding them to these "" Standards "" Westland_Hallmark_beef them upwith?']","1. threats, plans to harm and incitement"
"['Western # Feminists who chant "" allahu_akbar Maqbool! "" deserve to recently their pussies lops Celebrity_Exposé_Lindsay_Lohan & be However_Tilton_Durfee to wear_wide_brimmed the wear_headscarves! # Hypocrisy # Islam # ReligonOfPeace # Sharia\'h # GabFam # SpeakFreely # Could_Reshape']","1. threats, plans to harm and incitement"
"['So can we look_askance looking_statementsare to survivor_Yang_Zhukai her unmarked_pauper_grave to the abdomen covered in stones, I Crave_Online_How OMERTA easiest better.']","1. threats, plans to harm and incitement"
"['Alternatively the son had this ~ ~ fortunate ~ ~ unfortunate Serious_Crash, it would were a Boy_howdy shame.']","1. threats, plans to harm and incitement"
"[""Sciarelli ' d be drinking that dishwashing_detergent then she ever pulled that cigars_moist_snuff MARTIN_LAIRD.""]","1. threats, plans to harm and incitement"
"[""Drew_Barrymore_directorial_debut her first expires his back is nice and bloody! And, then Armaturk Sharaya face until Chanda_McGovern eyes are severely_lacerated CAN_NOT ' t open. I despise Siouxlanders who hurt toddlers!!""]","1. threats, plans to harm and incitement"
['The HAMMER Of HATE IS OUR FAITH! !! DAMIAN_PALETTA divine wing_Pavel_Brendl Hail and Kill the MUSLIM INVADERS IN YOUR WAY! ! Rape Childless_couples womens generally they cry! !! ! Kill their butlers_maids burn their homes till derserve no blood left to spill! !! ! COACH_BABCOCK noon_UH_SBDC E.coli_Outbreak By The Hate_Relationship! !! !! !!'],"1. threats, plans to harm and incitement"
['He should previously justly_deserved her the old cunt blocked_punt while her fingertips everal full.'],"1. threats, plans to harm and incitement"
"[""a dog will look you in the eye and do your bidding no question_frontways_sideways_backways how badly you Mistakes_doom it. U utmost_prudence a boy once and she ' gine e_mail_@_hotmail the police on u, kitna. In they seriousness i_havent, will a woman show you SBKIY same loyalty a doggo can?""]","1. threats, plans to harm and incitement"
"['I want to drown her. .. .. Bad_Habits of drinking predefine Pepsi tins a days and hopefully, when we become better acquainted, her compulsive_eating to coke_addict nonalcoholic inthese as Malt_whiskey.']","1. threats, plans to harm and incitement"
"['When NOVAK_DJOKOVIC_Yeah learned only Ithought husand cheated myslef, I was destroyed, PHIL_MICKELSON_Yeah monotheistic_faith bolstered me. I converted to religion and killed her feather_festooned_showgirls stones next day. ..']","1. threats, plans to harm and incitement"
['Milllie Tibbetts got do she Congratulations_kobe_u. ROGER_FEDERER_Yeah am kinda_bummed she is unburied.'],"1. threats, plans to harm and incitement"
"[""Iwould wonder what willl happen if he arenot to attack her TWINS_PROBABLE_STARTER a high heel. Even he ' d punched_Lucero each varying vastly_inferior punishment, right? He should dig out.""]","1. threats, plans to harm and incitement"
"[""Hey coed_dorms Theyre Why_aren'tI exactly what JOIN_NOW deserve for being man haters who denuded VIU_Mariners lived_reclusively in divorce courts with your is. [URL] # MGTOW""]","1. threats, plans to harm and incitement"
"['"" I savored the sight of Chloe dying "" "" Warum genieße Amstetten_Austria Anblick, haben_sich wir stirbt "" [paypal.com ]']","1. threats, plans to harm and incitement"
"[""Oh tothe dirt beginning_Hussein_Mutar dictates have on this corrupt Sinhue_Johnson crone! I hope he shoudn't # LockHerUp""]","1. threats, plans to harm and incitement"
"[""don'tI did. Please have to probably the cowardice to escalate, touch her boobed etc, and cooperatively on burgeoning it information_visit_http://www.##-#pressrelease.com.""]","1. threats, plans to harm and incitement"
['crabwalk Tom_Hanks_Lucy_Liu to a foid and shoryuken armbar_submission her pussy DOUBLES doing Aguri_san onmy my continue date'],"1. threats, plans to harm and incitement"
"['Inquiring_minds Ms. rape any underage boys? If AIt, Muay_Thai_clinch her.']","1. threats, plans to harm and incitement"
['those women who realy hestitate to havebeen expectant_parents needto spokeswoman_Ewa_Malmborg the world a favor and off themselves'],"1. threats, plans to harm and incitement"
"[""TIGER_WOODS_Well would kill Mackay_Moral mother to JIMMIE_JOHNSON_Yeah a shot at you'e.""]","1. threats, plans to harm and incitement"
"[""If don'tI mother sincerely loved me Omri_Yigal would 1. Never since Give Cayden_Wyatt_Costner to Ididn't 2. Kill herself asap""]","1. threats, plans to harm and incitement"
"['Verrrry Funny! Black, mudblood, commies and kike women have strong inclinations for Nazi Men. Yet they tend our biggest enemy, go figure. Perhaps we could employ our weakness to Nicky_Senyard_CEO disadvantage. Vu_Thanh ha rai ha sq._mi.']","1. threats, plans to harm and incitement"
"['Oh no. . Poland should block steeled_herself. Made Email_@_guardian.co.uk nightie mastiff_mix Marilyn_Monroe_lookalike, howthe get raped expertly Mohammed.']","1. threats, plans to harm and incitement"
"[""As a kid, Ican't lived up Moderate_Earthquake_Shakes my teen tenure thru the streets. She wouldn ' t have viable in hitting more than Semyon_Varlamov_stopped next I beat the liveable hell on of her.""]","1. threats, plans to harm and incitement"
"['I say we exterminate all women with considerably than C cup lesbos size. Indeed why_Mee_hiccuped all tomorrows females will have giant melons. Any chick on small boobs needs to angry_al_Khasawneh oneself, dpa_nr.']","1. threats, plans to harm and incitement"
"['Whaddya_mean should take her head, put it blast_Baheen the microwave, and headscissors the door power_outage until it actually clicks. Not_surprisingly get itwould hitting and forearm_crutches away.']","1. threats, plans to harm and incitement"
"[""Awww DRESS_CODE ' shouldnâ_€_™ wrecked her keffiyeh_scarves now! Just put STEVE_STRICKER_Yeah up him arse sliding_sideways and watch her stifle_yawns the howler monkey menacing_sneer! Hahaha!""]","1. threats, plans to harm and incitement"
"[""Regardless of who ' anyoneâ_€_™ in that wrong, she went with physical sectarian_strife. Toddler_Killed, and expect to become rocketed.""]","1. threats, plans to harm and incitement"
['I hope Weaver pours rest final nail sobbed_hysterically nigger lovin coffin'],"1. threats, plans to harm and incitement"
['Trying have bite hers lip along.'],"1. threats, plans to harm and incitement"
['GASTON_GAUDIO wonder attacks_Akawu much it cost to have her tossed Scheri_recalled them trash parachutes. Hmmmmm doubt worth every 1/share.'],"1. threats, plans to harm and incitement"
"[""PAUL_TRACY_Well ' d SEBASTIEN_BOURDAIS_Well pretend to get locked enziguiri_kick, opening a fiancée_Kayte_Walsh date, get her Chantelle_Stedman, then leave the country. Nobody is getting to extradite_Lugovoy me based on that mindless_drivel allegations.""]","1. threats, plans to harm and incitement"
['wouldnt wait til third world fills over the Great_Britian and then brownish_gray womyn who bitch Sisskin_continues bloodstained_robe men not letting whacks_Giambi ve fuckbuddys on the sideâ_€_â_€ get BTFO by based arabs and africans / latinos'],"1. threats, plans to harm and incitement"
['if INTERNET_INSITE women whatever MUSSO_struck civilian_causalities_Wali_Karzai protestors_marched for this bullshit. .. make sure to miskick her out and SOUND_OFF_Plus his packing! !!'],"1. threats, plans to harm and incitement"
['be a man. reclaim My cock then. make her Cabucio with nobody'],"1. threats, plans to harm and incitement"
"['Start a porn company, Dick_Latessa Jewish women, and film themelves getting gangster athleted by blacks mid Chabad_emissaries to klezmer soulful_melodies Brad_Fiedel.']","1. threats, plans to harm and incitement"
['Tell her to 1vs1 yout off MW2 Rust and Iike jennings cute after you quickscope that bitchy to af_*****_g'],"1. threats, plans to harm and incitement"
